,asin,product,date,verified,title,desc,reviewer_name,rating
1144,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 14, 2019",Verified Purchase,"
After one year, they work well.
","

  Okay, so I mainly use these for my electronic deadbolt, and Xbox controllers. For these two purposes, they work pretty well. They haven't leaked, and overall I would buy them again.

",Danny,5.0
1145,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 14, 2019",Verified Purchase,"
These are really pretty good.
","

  I was skeptical that these would be like the cheap Radio Shack batteries I was once sucked into buying. They didn't last at all but these are working out really well and they seem to hold their charge well when not being used.I use them in several devices around the house and I have more than twice as many as I need in the devices. So I charge the extras up and have them ready for when they are needed. Then I just swap an already charged set for the old set and charge the old ones. The charged cells can sit around for a month or more but do not seem to loose any significant charge while waiting. Very happy with these.

",H Davis,5.0
1146,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 14, 2019",Verified Purchase,"
Last Longer!
","

  These last much longer than the standard rechargeable batteries. I think we'll be buying this type exclusively for a while.

",Peter G,5.0
1147,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 14, 2019",Verified Purchase,"
AmazonBasics AA High-Capacity Rechargeable Batteries (8-Pack)
","

  1 battery out of the 8 pack doesn't work. Not a good thing when you need a total of 8 batteries. The other 7 work great so far compared to the cheap ones that originally came with my outdoor solar lights. If all 8 had worked I would have given these batteries 5 stars, but the inconvenience of having to purchase another brand of rechargeable batteries  dropped it to a 3.

",Mufasa,3.0
1148,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 13, 2019",Verified Purchase,"
Recharging batteries
","

  Wrong item

",Amazon Customer,1.0
1149,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 13, 2019",Verified Purchase,"
Sweet
","

  Sweet

",Chaix w B,5.0
1150,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 12, 2019",Verified Purchase,"
Poor charging life
","

  Very disappointed in these batteries.  I only used them a couple months and they will no longer take a charge.  I would not recommend these re-chargeable batteries !

",Gary K.,1.0
1151,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 12, 2019",Verified Purchase,"
Slow to charge/loses power quickly
","

  They lose power easily.  When you aren't using them they lose shelf life.

",William Hawkins,2.0
1152,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 12, 2019",Verified Purchase,"
todo perfecto
","

  todo perfecto

",Amazon Customer,5.0
1153,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"June 12, 2019",Verified Purchase,"
Prob bad batch, but
","

  Lost ability to recharge within a few months of purchase, even as another set I purchased more than a year earlier are still going strong.

",Chuck from Jursy,1.0
1154,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 11, 2019",Verified Purchase,"
Poor time
","

  These batteries do not last more than 2 days before I have to recharge them

",John bowler,1.0
1155,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 11, 2019",Verified Purchase,"
Work Great!
","

  Best rechargeable batteries that I have ever used. No exaggeration, the best!

",lautml,5.0
1156,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 11, 2019",Verified Purchase,"
Security system backup
","

  I am very happy with these batteries compared to named brand

",Amazon Customer,5.0
1157,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 11, 2019",Verified Purchase,"
Did not hold a charge
","

  I was very disappointed as they don't hold a charge

",DJ,1.0
1158,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 11, 2019",Verified Purchase,"
Just batteries
","

  They're just regular old batteries.

",Jude Kellum,3.0
1159,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 10, 2019",Verified Purchase,"
Hissed upon placement in charger (which apparently leads to failure or severe leakage)
","

  Unsure if it was the batteries or charger and I don't have a way to confirm which caused the hissing. Nonetheless, complete garbage for brand new products which were meant to be paired together.

",wowzuh,1.0
1160,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 10, 2019",Verified Purchase,"
Good battery
","

  Using for toys and it is working fine

",123o12s,5.0
1161,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 10, 2019",Verified Purchase,"
They work
","

  Nice batteries, they store energy and don't leak acid.

",interpreter,4.0
1162,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 10, 2019",Verified Purchase,"
Incredible!
","

  Great Quality Product!

",Lauren & Kevin,5.0
1163,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 10, 2019",Verified Purchase,"
Long battery life
","

  Got these for my Xbox one remote that eats batteries and I’m very happy with how long these last

",Bay Ridge,5.0
1164,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 10, 2019",Verified Purchase,"
GOOD PRICE
","

  We bought these batteries for a baby vibrating pad that we used to help our little boy sleep. The Duracell and other regular brands always died quickly so we kept buying and buying. I decided to try these and they lasted longer than the regular batteries, but did not have as much power. So the vibrations weren't as strong as with a regular battery. But overall for the price and longevity, this is a great deal and I would recommend!

",Tracie Dishman,4.0
1165,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 9, 2019",Verified Purchase,"
AmazonBasics Batteries rock!
","

  The best rechargeable batteries for the price that I've ever purchased. Why buy Duracell or Energizer when you can get these bad boys and save money. HIGHLY RECOMMENDED>

",RevFrThumos,5.0
1166,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 9, 2019",Verified Purchase,"
Good
","

  Great! Thanks

",Maria F.,5.0
1167,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 9, 2019",Verified Purchase,"
Great product
","

  As advertised

",Pigler Cutter CMGWC,5.0
1168,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 9, 2019",Verified Purchase,"
top service
","

  good deal

",DRB,4.0
1169,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 8, 2019",Verified Purchase,"
I wouldn’t buy them
","

  Some don’t work and one exploded after one day.

",rebecca ingrim,1.0
1170,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"June 8, 2019",Verified Purchase,"
Half the price of ""brand names"" and seem to be lasting as long as the pricey guys.
","

  So far so good.

",Gary H.,5.0
1171,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 8, 2019",Verified Purchase,"
Work perfect out of the box
","

  Works perfectly out of the box.  Brings new life to old backyard lights.

",sylvan,5.0
1172,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 8, 2019",Verified Purchase,"
Battery replacements for Solar powered outdoor lamps.
","

  I have many solar powered lamps around the property. From time to time they stop working. I check the battery and found that those I have use rechargeable AA batteries. I ordered the Amazon Basic Battery which is a great value. After a little clean up, and double check, I was able to replace batteries in 10 units. Spent less money, nice DIY project, and I have working solar lamps.

",Bob@Kaylahaus,5.0
1173,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 8, 2019",Verified Purchase,"
Rechargable batteries
","

  Better value than Eveready again always check Amazon they have everything

",Worldwar3,5.0
1174,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 7, 2019",Verified Purchase,"
Long life
","

  Good value, multiple recharges.

",Juned,5.0
1175,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 7, 2019",Verified Purchase,"
Battery leaked acid and destroyed light on first use
","

  I try to use rechargeable batteries when I can.  I bought these for a small light prior to vacation and on the first day of using the battery the positive end leaked into the light and destroyed my light.  This is the first time I have used Amazon Rechargeable batteries and will be that last.

",Trampas Knapp,1.0
1176,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 6, 2019",Not Verified,"
Very good value.
","

  This is the second time ordering Amazon rechargeable batteries. They work well, charge just as rapid as other brands and hold the charge as long as expected.

",Patz,5.0
1177,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 6, 2019",Verified Purchase,"
Great batteries
","

  Keeps the charge better the other batteries I have used

",Amazon Customer,5.0
1178,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 6, 2019",Verified Purchase,"
Do NOT purchase
","

  Total junk

",Jason G. Headrick,1.0
1179,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 5, 2019",Verified Purchase,"
Make sure batteries are tested
","

  Battery stop working in 5 days and does not charge any more

",Ankit Patel,2.0
1180,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 5, 2019",Verified Purchase,"
They run my LG Magic AN-MR650 remote!
","

  My batch of nearly 10 year old 2000mA nimh rechargables could not power this remote. These new 2400mA batteries do. I will definately be replacing the rest of my old ones, and the Alkalines soon.

",Mr. Jonathan J. Scotto,5.0
1181,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 5, 2019",Verified Purchase,"
DON'T LAST OR RECHARGE :(
","

  Bought these batteries back in October and here it is June and all of them no longer charge. The first time using the pre-charged batteries they seemed great, but then once they came to the end of that charge they seemed to last less and less each charge. I would say in the past 8 months they have only been ""re-charged"" a max of 10 times, where I also have energizer batteries. May seem like you're getting a deal but you're not, DON'T BUY!! Not worth it where you will just have to replace in a few months.

",Jeannette Latham,1.0
1182,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 4, 2019",Verified Purchase,"
recharge
","

  Amazon basics make good basic products and this is no different.

",E Watkins,5.0
1183,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 4, 2019",Verified Purchase,"
I'd give it a no star review if possible. A 1 start is too kind!
","

  Unfortunately I didn't start using them right away so there is no return option. PLEASE DO NOT WASTE YOUR MONEY. After a full nights charge, I put them in my thermostat. Within 1 week the battery indicator on the thermostat is flashing that the battery needs to be replaced. I asked one of my friends who also bought them and he said the same thing.

",David T.,1.0
1184,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 4, 2019",Verified Purchase,"
They do recharge...a bit
","

  I bough some AAA and AA Amazon Basics rechargeable batteries along with the Amazon Basics charger.  They do recharge...a bit.  Recharged they aren't even half as powerful as a new, non-rechargeable battery.  I don't know if it's the battery or the charger.

",Dave,3.0
1185,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"June 4, 2019",Verified Purchase,"
These batteries are saving me lots of money AND they last.
","

  A couple of years ago I bought a charger and set of rechargeable batteries and started using them  Then I started running out and having to use standard batteries. Then I ordered these so I don't have to wait for a set to charge.  Why?  Good alkalines last a long time but when they're dead that's it. Discard and buy more.  These batteries get changed out so I don't have to buy more batteries, I just recharge them.  So far, based on the cost of good alkalines, I've saved the cost of the charger and the batteries that I ordered with it. In another six chargings I'll have saved the cost of these batteries.  The math is unassailable and I get to keep the savings.  What's so bad about that?NOTE: Things like smoke alarms and other safety items should still get Alkalines since they are designed to use alkalines.  Otherwise, use rechargables: no waste, no ""Dead"" batteries when you need them, and best, no cost for replacement.  What's not to like?

",KMacK,5.0
1186,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 3, 2019",Verified Purchase,"
They are batteries
","

  They came charged, good price, and they recharge as expected. What's not to like? I do like AmazonBasics deals. 5 stars.

",MarkTX,5.0
1187,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 3, 2019",Verified Purchase,"
Thanks excellent
","

  Thanks excellent

",Amazon Customer,5.0
1188,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 2, 2019",Verified Purchase,"
Worked very well!!
","

  Great buy for these rechargeables. I use rechargeable batteries often, and this was great for the price and quality.

",rbuser,5.0
1189,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 2, 2019",Verified Purchase,"
Good but not great.
","

  First of all these batteries do not arrive fully charged. It took me a full 2 hours in my re-charger to get them to 100% capacity. But once they were fully charged, they worked amazingly. I use these batteries primarily to boost the bandwidth on my computer. But alas, it only does the job for about 2 weeks before I needed to replace them to get my bandwidth back up to speed. I can see why re-chargeable batteries are recommended. The price of these batteries are very good and I hope to get a few years of use from them. Only time will tell.

",Sagittarian,4.0
1190,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 2, 2019",Verified Purchase,"
Very good value
","

  I use these batteries in my Canon 580ex Flash. I haven't had any problems with the flash cycling or battery life.

",Ghengis,5.0
1191,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 1, 2019",Verified Purchase,"
my husband requested me to buy it for him.
","

  Ordered by my husband.

",Martina Cruz,5.0
1192,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"June 1, 2019",Verified Purchase,"
Lasting energy
","

  They hold their charge for longer than most of the others. Very satisfied with them

",AJ,5.0
1193,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"June 1, 2019",Verified Purchase,"
They charged up quick
","

  I use them for control devices

",Bill Sumner,4.0
1194,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"June 1, 2019",Verified Purchase,"
great
","

  Pre-charged, great price.

",HausFrau,5.0
1195,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 31, 2019",Verified Purchase,"
Price !
","

  It’s okey

",Bibin varghese ,3.0
1196,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 31, 2019",Verified Purchase,"
Need to keep around the home
","

  Great for normal use

",Geraldine Lowry,5.0
1197,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 30, 2019",Verified Purchase,"
WAS REALLY EXCITED FOR GETTING THESE!
","

  PHONE BATTERIES ARE NEEDED, STILL NOT ENOUGH CHARGE FOR THEM?

",Donna  Sabey,4.0
1198,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 30, 2019",Verified Purchase,"
good batteries at an affordable price
","

  i've been using Amazon Basics rechargeable batteries for years and am happy with them.

",Edward Kirton,4.0
1199,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 30, 2019",Verified Purchase,"
Best rechargable batteries I've ever owned
","

  The absolute best rechargable battery I have ever owned. I've had these for over a year which is far longer than any rechargable battery I've owned has survived, and they still work fantastic. Can't complain and would recommend this for anyone and everyone.

",Ashtin,5.0
1200,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 30, 2019",Verified Purchase,"
Work well in my ancient cordless Phone
","

  As good as the fancy brand ones I used before!!

",John G,5.0
1201,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 30, 2019",Verified Purchase,"
BUYER BEWARE, HAZARDOUS BATTERIES
","

  So because Amazon banned the sale of 18650, 3.7v batteries I had to resort to buying AAA batteries for my flashlights. Ever since I bought my first flashlight on here I've dealt with 18650 batteries (and trust me, I've bought many flashlights on here) but this is a first on me dealing with rechargable AAA batteries. I thought I would buy from Amazon basics because Amazon is reliable right? WRONG!I unboxed these and within 10 seconds of me putting them in the battery holder, the light itself didn't turn on so I started troubleshooting and as soon as I touched the batteries to bring them out, I burned my finger and what followed was a smell of burst batteries. I recognize the smell because a year ago I had a portable power bank that had burst and filled my room with a terrible chemical smell. Anyways, I also noticed some smoke coming from the batteries and soon realized what had happened. The batteries got so hot that they melted the plastic part of the battery holder. Needless to say I'm very disappointed because I thought these were going to be good rechargable batteries and wow, I got burned. Literally. What really gets on my nerves is that Amazon doesn't have a button anywhere which allows me to contact the seller or anything. So here I am, writing this review in hopes that they see this and contact meBUYER BEWARE OF THESE HAZARDOUS BATTERIES

",Caleb Favela,1.0
1202,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 30, 2019",Verified Purchase,"
Don’t last long
","

  Stopped working after a year

",kavya,1.0
1203,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 29, 2019",Verified Purchase,"
Good value
","

  As advertised

",Laurel,5.0
1204,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 29, 2019",Verified Purchase,"
Work great!
","

  Work great and keep a long charge!

",Mark C. Wagner,5.0
1205,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 29, 2019",Verified Purchase,"
great value batteries.
","

  great value thats all

",YigalP,5.0
1206,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 28, 2019",Verified Purchase,"
Used some for over a year now as a photographer. No issues
","

  Someone here said the Amazon AA High-caps were basically the Eneloop batteries repackaged/rebranded. Not really sure about that but I've used mine for well over a year in my camera flashes and they've been very reliable. The older ones don't hold as much of a charge and but that's understandable, as long as I full charge a set of 4 batteries I can get through a 100~ 150 full powered shots even after a year. I've brought more to phase out older ones.

",David Law,5.0
1207,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 28, 2019",Verified Purchase,"
Meets all specs.  Good performer
","

  They just keep going.  Good solid batteries.  The best rechargeables I've ever had

",B. Miller,5.0
1208,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 28, 2019",Verified Purchase,"
Good Value
","

  Excellent product

",john,5.0
1209,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 28, 2019",Verified Purchase,"
Performance
","

  Great deal

",Sam Vargas,5.0
1210,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 28, 2019",Verified Purchase,"
Rechargeable batteries...
","

  Great batteries.

",pepsi,5.0
1211,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 27, 2019",Verified Purchase,"
Lasts long and quickly recharges.
","

  These batteries are as good ort better than any, such as Duracell's, etc. These will now be my ""GO TO BATTERIES"" from now on!

",pubite1,5.0
1212,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 27, 2019",Verified Purchase,"
Great AA Batteries!
","

  FEEDBACK:Great Item, Very Fast Shippin! A very nice Experience!

",GIOVANNI GENOVESE,5.0
1213,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 26, 2019",Verified Purchase,"
Easy to charge
","

  Easy to charge, last a decent amount of time.

",BFREE,5.0
1214,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 26, 2019",Verified Purchase,"
Not that good on battery life sorry.
","

  I use these in a thermostat and they are very short-lived batteries. One battery will be full charged the second is dead all the time. So I just let it go as long as I can still see the display.

",Staindtemples,1.0
1215,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 26, 2019",Verified Purchase,"
Not Good Batteries - I wouldn't buy them again
","

  I dont usually write reviews anymore because I am always suspicious of bad reviews, however I have had several brands of rechargeable AA batteries and these batteries from Amazon did not stand the test of time. Some were dead within days, others lasted only a few weeks, and now after 6 months there are two left out of a pack of 12. That should give you and idea. I use them primarily for battery powered candles. There are other brands out there so read the reviews and you will find them, but like anything it is a learning curve.

",The Big Quiet Zebra,1.0
1216,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 26, 2019",Verified Purchase,"
Material
","

  It label clearly. But if you want 1.5 v It is not for you. It is 1.2 v. I assumed 1.5 v and bought by mistake

",tri m tran,3.0
1217,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 26, 2019",Verified Purchase,"
Long Lasting batteries
","

  My normal, but older Eneloops only lasted like a week or week and a half in my Xbox controller. These last me 3-4 weeks. I would recommend these over the Xbox play and charge kit because you can just quickly swap out the batteries, charge the used ones, and not have to deal with charging cable. They also last longer, are cheaper, and are simple to replace.

",SirMonkeyV,5.0
1218,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 25, 2019",Verified Purchase,"
Best rechargeable battery for the price
","

  These batteries are great.  I use them in a flashlight and I’ve probably put them through about 15 recharge cycles.  Great battery for the price

",Patrick P.,5.0
1219,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 25, 2019",Verified Purchase,"
AMAZON ARE THE BEST EVER
","

  i have been testing for years  THIS BATTERIES ARE THE BEST EVER  THEY OUT LAST OTHER BATTERIES RATED 3200 MAH  WHY ARE THEY THE BEST  DO BATTERIES FROM CHINA OVER RATE THERE BATTERIESAMAZON BATTERIES ARE THE  BEST  THE WORLD SHOULD KNOW THIS  FOR 7 YEARS I HAVE  TESTED BATTERIES

",Leocadio,4.0
1220,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 25, 2019",Verified Purchase,"
Completely dead and won't recharge
","

  Two of these four batteries are completely dead and will not recharge. This price is low but I suggest going with a reliable brand.

",Burnside,1.0
1221,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 25, 2019",Verified Purchase,"
Love these!
","

  If you're on the fence about rechargable batteries take the plunge! I've had the name brand and the Amazon brand and these work just as great as the name brand ones. We've had the same ones for years, and hold a charge well, plus work in all our stuff. Wii removes, computer mouse, headphones. Love them!

",Sabetha Danes,5.0
1222,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"May 25, 2019",Verified Purchase,"
Great product
","

  Great product

",B. Hughes,5.0
1223,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 25, 2019",Verified Purchase,"
Won't hold charge from day 1!  Garbage product...going back to brand name rechargeables
","

  Won't hold charge from day 1!  Garbage product...going back to brand name rechargeables.

",Alfonso A. Anile,1.0
1224,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 24, 2019",Verified Purchase,"
Horrible battery life!
","

  Horrible battery life! These things drain much quicker than the 6 year old Energizer rechargeable I still use. I know they have high capacity versions, maybe those are more up to par but I would stay away from these and go with another brand.

",Matt M,1.0
1225,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 23, 2019",Verified Purchase,"
So far so good
","

  These are a good value and compatible with my existing charger. I haven't had them long enough to determine their long-term longevity though.

",Tim,5.0
1226,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 22, 2019",Verified Purchase,"
Great replacement batteries for solar lights.
","

  Bought to replace the batteries in my solar path way lights. Works perfectly, saved me money.

",Andrew Harris,5.0
1227,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 21, 2019",Verified Purchase,"
Better than they first appeared
","

  For the first day, three of the eight batteries were dead and would not charge, regardless of the charger or position within a multi-battery charger. But on the second day, they charged! All three of them. Not sure what the story is here, but they appear to be as fully charged as the others. In general, experience of these has been very good.

",Mark Twain,5.0
1228,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 21, 2019",Not Verified,"
do not fully charge
","

  Batteries only charged to 45%

",AB,2.0
1229,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 21, 2019",Verified Purchase,"
Camera
","

  For my flash cycle time better!!

",floyd,5.0
1230,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 21, 2019",Verified Purchase,"
Inexpensive for what you get out of them.
","

  These batteries are very useful for my Xbox One controller. Had these 4 batteries since 2016 and they are still work well.

",Jeffrey R,5.0
1231,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 21, 2019",Verified Purchase,"
powerful and long-lasting
","

  Very powerful and long-lasting batteries! My camera flash recharges very quickly with these.

",Tony J.,5.0
1232,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 20, 2019",Verified Purchase,"
Bad Batch- wont hold a charge
","

  I purchased these rechargeable batteries from amazon for my external camera flash, as I had a trip out of the the country and needed flash for nighttime photography. I charged the batteries according to the guide and when I loaded them into my flash it says low battery and shuts off. I have never used the batteries before this and they were fully charged It seems like i got a bad batch , I tried returning them to amazon but they are saying its past the return window. I would love for an Amazon rep to replace the batteries because I never got to use them.

",Professional Photographer,1.0
1233,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 19, 2019",Not Verified,"
Amazon search is AWFUL
","

  I am giving this a 1 star because these are not Lithium Ion 18650 batteries. I typed a 5 digit number in the search bar: 18650. And these showed up in the the first few results! WHY? I did not use the word batteries. Or rechargeable. So much crap I am not looking for always shows up in the search results.

",vman,1.0
1234,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 19, 2019",Verified Purchase,"
Great money saver in the long run.
","

  Use them on my Switch controller mostly, pretty good better than alkaline batteries and rechargeable.

",William,5.0
1235,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 19, 2019",Verified Purchase,"
What a rip-off
","

  These batteries are 1.2 volts.  Standard AA and AAA batteries have always been 1.5 volts.  If you are in series with two or three batteries then you are starting off at low voltage.  Electronics that require minimum voltages to run will not work or not work very quickly as the voltage goes down.  It seems that many of the brands' batteries are lower voltage.

",Ken S.,1.0
1236,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 19, 2019",Verified Purchase,"
Worth the money
","

  Good batteries I would buy again

",Darren Harris,5.0
1237,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 19, 2019",Verified Purchase,"
Work as described
","

  It is great to have rechargeable batteries. I no longer have to worry about how I am going to discard batteries.

",Jeff Haskell,5.0
1238,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 18, 2019",Verified Purchase,"
The batteries would not work at all.
","

  I bought sixteen batteries because the reviews looked good.  When they arrived nearly half did not work. I thought they just needed sunshine to recharge them. After three days of sunshine they still do not work. Total waste of money.  The only reason I gave one star was because there was no option for zero stars.

",Mrs. Blister,1.0
1239,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 17, 2019",Verified Purchase,"
Work as advertised
","

  Ive been using them with another brand of battery charger from CVS pharmacy (the product advertised against this) but theyve been working great so far. Ive been using them with my xbox 360 controllers and they last pretty long. Im not sure how much a charge lasts because I usually always just put them back on the charger after a day of use jsut to be safe

",Brandon Ramirez,5.0
1240,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 17, 2019",Verified Purchase,"
ok
","

  ok

",wayne,5.0
1241,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 17, 2019",Verified Purchase,"
Good Quality
","

  Exactly as described.

",Mac Chun,5.0
1242,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 17, 2019",Verified Purchase,"
Great batteries for gaming and high load draw!
","

  These batteries are great for gaming and last longer than the cheap battery packs made for Xbox one!

",ALUCARDBOND007,5.0
1243,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 16, 2019",Verified Purchase,"
Duran muy poco la carga
","

  Los uso en una linterna para mi trabajo y se termina muy rapido la carga. En 3 horas se mira que se descarga.

",Samuel,1.0
1244,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 16, 2019",Verified Purchase,"
They hold a charge
","

  Good batteries they're doing exactly what I needed them to do.

",Amazon Customer,5.0
1245,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 15, 2019",Verified Purchase,"
Bigger around
","

  Bigger around then other batterys of the AA size so wont fit in some flashlight there not alot bigger but enough they wont fit

",joe,2.0
1246,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 15, 2019",Verified Purchase,"
These batteries die more than Game of Thrones characters.
","

  These batteries last a week or two in a computer mouse in between charges. Very disappointed.

",Anthony J. Bamonte Jr.,1.0
1247,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 15, 2019",Verified Purchase,"
definitely recommend these!
","

  My kids were burning thru tons of batteries with the xbox - I'm a tree hugger and it was killing me.  These work very well and we never run out.

",Patrick K. Mahoney,5.0
1248,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 15, 2019",Verified Purchase,"
Well made rechargable batteries
","

  These are good rechargable batteries. Seem to hold a charge for a good time. I've used them quite a bit, and would purchase them again.

",Michael,5.0
1249,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 14, 2019",Verified Purchase,"
Volume deal!
","

  Great price fantastic value for the number of batteries you get. Local pricing was way higher!

",Snotsucker,5.0
1250,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 14, 2019",Verified Purchase,"
Terrific little radio
","

  Living in Sacramento attempting to listening to the SF Giants games on 680 AM in San Francisco was worthless. My car radio would bring in the game but other radios failed miserably.This solved the problem. I couldn't be happier.

",Roger Bivens,5.0
1251,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 14, 2019",Verified Purchase,"
No probs
","

  No probs

",Jack,5.0
